Provincia,Partido,Localidad,Link Indec,Hasta 512 kbps,Entre 512 Kbps y 1 Mbps,Entre 1 Mbps y 6 Mbps,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Mas de 30 Mbps,Otros
BUENOS AIRES,Tandil,Desvío Aguirre,6791050,0,0,6,0,5,2,0,0
BUENOS AIRES,Tandil,Gardey,6791030,0,5,172,63,34,2,1,35
BUENOS AIRES,Tandil,María Ignacia  (Est. Vela),6791040,0,0,4,283,0,0,0,0
BUENOS AIRES,Tandil,OTROS,Sin Datos,0,0,0,0,0,0,0,45
BUENOS AIRES,Tandil,Tandil,6791050,6,183,1608,1150,1124,2585,3071,88
BUENOS AIRES,Tapalqué,Tapalqué,6798020,1,0,0,25,0,1,0,0
BUENOS AIRES,Tigre,Benavídez,6805010,3,19,1522,429,11,4619,4326,881
BUENOS AIRES,Tigre,Dique Luján,6805010,0,15,62,32,4,0,49,12
BUENOS AIRES,Tigre,Don Torcuato Este,6805010,2,59,327,744,436,5494,5140,4
BUENOS AIRES,Tigre,Don Torcuato Oeste,6805010,0,0,0,0,1,0,1,0
